着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,馬主,賞金(万円),label,race_id
5,8,15,ダリアテソーロ,牝3,54.0,大野拓弥,2:05.7,1.1/4,3-3-3-2,35.7,15.8,6.0,452(0),[東]加藤士津,了徳寺健二ホールディングス,60.0,0,202106010306
6,1,1,アダムスマイリー,牡3,56.0,木幡巧也,2:06.1,2.1/2,13-13-8-8,35.6,25.5,7.0,444(0),[東]青木孝文,廣崎双葉,,0,202106010306
7,4,7,ラインスプラッシュ,牡3,56.0,武藤雅,2:06.7,3.1/2,11-10-12-10,35.6,8.0,4.0,468(0),[東]武藤善則,大澤繁昌,,0,202106010306
8,3,5,ナリノヴィエンヌ,牡3,56.0,津村明秀,2:06.9,1.1/4,5-5-5-6,36.7,55.5,8.0,534(0),[東]上原博之,成塚清志,,0,202106010306
9,5,10,トミケンフルミネ,牡3,56.0,内田博幸,2:07.0,1/2,8-8-10-9,36.1,66.4,9.0,470(0),[東]蛯名利弘,冨樫賢二,,0,202106010306
10,5,9,シングンジョーイ,牡3,53.0,小林凌大,2:07.1,3/4,11-12-12-12,36.1,82.2,10.0,450(0),[東]伊坂重信,伊坂重憲,,0,202106010306
11,1,2,デルマセンジュ,牝3,54.0,横山和生,2:07.5,2,3-3-3-6,37.5,174.6,15.0,438(0),[東]田中剛,浅沼廣幸,,0,202106010306
12,4,8,スマイルチェンジ,牝3,54.0,石橋脩,2:08.1,3.1/2,15-15-14-13,36.7,94.7,13.0,466(0),[東]大竹正博,石瀬浩三,,0,202106010306
13,6,11,アプルヴァ,牡3,53.0,秋山稔樹,2:09.1,6,13-13-14-15,37.6,208.7,16.0,504(0),[東]相沢郁,伊達敏明,,0,202106010306
14,7,13,ショウナンカモーン,牝3,53.0,斎藤新,2:10.1,6,10-10-9-11,39.5,93.5,12.0,448(0),[東]稲垣幸雄,国本哲秀,,0,202106010306
15,3,6,オサキニゴブレイ,牝3,54.0,石川裕紀,2:10.2,1/2,8-8-10-14,39.3,92.5,11.0,464(0),[東]青木孝文,野崎宗信,,0,202106010306
中,2,3,ダイユウアクアリオ,牝3,54.0,吉田豊,,,,,113.9,14.0,470(0),[東]土田稔,大友靖岐,,0,202106010306
1,6,11,エトワールマタン,牝3,54.0,内田博幸,2:02.7,,8-8-7-8,34.8,24.9,7.0,432(-2),[東]高柳瑞樹,丹羽久一郎,510.0,1,202106010206
2,7,13,マイネルパリオート,牡3,56.0,丹内祐次,2:02.8,1,2-2-2-1,35.3,34.6,9.0,452(0),[東]高橋裕,サラブレッドクラブ・ラフィアン,200.0,1,202106010206
3,1,2,プレミアエンブレム,牝3,54.0,ルメール,2:02.8,アタマ,10-10-10-9,34.8,1.8,1.0,458(-2),[東]田村康仁,サンデーレーシング,130.0,1,202106010206
4,3,6,ヒシシュシュ,牝3,54.0,田辺裕信,2:02.9,クビ,13-13-12-11,34.6,4.0,2.0,402(-2),[東]中舘英二,阿部雅英,77.0,0,202106010206
5,8,15,タイセイコマンド,牡3,56.0,石橋脩,2:03.0,1,5-4-3-3,35.4,20.4,6.0,486(0),[東]青木孝文,田中成奉,51.0,0,202106010206
6,8,16,アイリッシュムーン,牝3,54.0,三浦皇成,2:03.1,3/4,3-3-3-3,35.5,15.7,5.0,480(+6),[東]武井亮,那須野牧場,,0,202106010206
7,2,3,ウインチェレステ,牡3,56.0,横山武史,2:03.2,クビ,3-4-3-3,35.6,13.1,4.0,474(-2),[東]畠山吉宏,ウイン,,0,202106010206
8,6,12,シングマイハート,牝3,54.0,戸崎圭太,2:03.2,クビ,6-6-7-6,35.4,27.6,8.0,444(0),[東]尾関知人,社台レースホース,,0,202106010206
9,4,8,カナデルマン,牡3,56.0,勝浦正樹,2:03.4,1.1/4,14-14-12-11,35.1,411.6,15.0,452(-10),[東]水野貴広,佐山元章,,0,202106010206
10,5,10,マイネルマーティン,牡3,56.0,津村明秀,2:03.5,クビ,11-11-10-9,35.4,61.3,10.0,486(+2),[東]菊沢隆徳,サラブレッドクラブ・ラフィアン,,0,202106010206
11,5,9,ミュラッカ,牡3,56.0,北村宏司,2:03.7,1.1/2,6-6-6-6,36.0,7.7,3.0,508(+10),[東]高木登,Ｇ１レーシング,,0,202106010206
12,7,14,レープハフト,牝3,54.0,丸山元気,2:03.8,クビ,14-14-15-14,35.3,64.3,11.0,466(-2),[東]宮田敬介,山本剛士,,0,202106010206
13,4,7,エンドステージ,牡3,55.0,菅原明良,2:04.0,1.1/2,1-1-1-2,36.6,144.1,12.0,518(+8),[東]鹿戸雄一,岡田牧雄,,0,202106010206
14,3,5,ラベンダーテソーロ,牝3,54.0,武藤雅,2:04.6,3.1/2,16-16-16-15,36.0,212.1,13.0,430(-4),[東]和田雄二,了徳寺健二ホールディングス,,0,202106010206
15,1,1,ベルニアイニキテ,牝3,54.0,木幡巧也,2:05.3,4,8-8-7-11,37.4,347.8,14.0,468(0),[東]新開幸一,子安裕樹,,0,202106010206
16,2,4,マイネルホップ,牡3,56.0,柴田大知,2:05.9,3.1/2,11-11-12-15,37.6,441.6,16.0,442(-2),[東]松永康利,サラブレッドクラブ・ラフィアン,,0,202106010206
1,5,6,エフェクトオン,牡5,57.0,田辺裕信,2:15.2,,7-7-7-5,34.1,6.5,4.0,450(+6),[東]久保田貴,社台レースホース,"1,100.0",1,202106010212
2,1,1,クロスセル,牝4,54.0,横山武史,2:15.3,3/4,3-2-3-2,34.8,3.4,2.0,534(+10),[東]和田正一,Ｇ１レーシング,440.0,1,202106010212
3,2,2,ルヴェルソー,牝4,54.0,石橋脩,2:15.4,3/4,1-1-1-1,35.2,18.0,7.0,448(+2),[東]田中博康,グリーンファーム,280.0,1,202106010212
4,5,7,モクレレ,セ7,57.0,戸崎圭太,2:15.5,クビ,7-7-7-5,34.4,6.2,3.0,516(+4),[東]国枝栄,金子真人ホールディングス,170.0,0,202106010212
5,4,5,モイ,牝5,54.0,菊沢一樹,2:15.5,クビ,11-11-9-9,34.1,135.8,10.0,388(-4),[西]寺島良,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス,110.0,0,202106010212
6,3,3,バイキングクラップ,牡5,57.0,ルメール,2:15.5,アタマ,5-6-5-5,34.6,8.5,5.0,516(0),[東]宮田敬介,サンデーレーシング,,0,202106010212
7,7,10,デュアライズ,牡5,57.0,内田博幸,2:15.6,クビ,9-9-9-9,34.3,10.9,6.0,456(+2),[東]中舘英二,高橋文男,,0,202106010212
8,6,9,エフティイーリス,牝5,55.0,伊藤工真,2:15.7,1/2,4-4-3-2,35.1,31.3,8.0,454(+4),[東]金成貴史,吉野英子,,0,202106010212
9,8,12,アルディエンテ,牡4,56.0,横山典弘,2:15.7,ハナ,6-4-5-5,34.9,3.2,1.0,492(+6),[東]古賀慎明,Ｇ１レーシング,,0,202106010212
10,7,11,ホクセンジョウオー,牝6,55.0,大野拓弥,2:15.9,1.1/4,9-9-9-9,34.5,150.7,11.0,486(-4),[東]松山将樹,大野裕,,0,202106010212
11,8,13,シャドウアロング,セ5,57.0,津村明秀,2:16.8,5,2-2-2-2,36.4,47.0,9.0,462(+2),[東]林徹,飯塚知一,,0,202106010212
12,6,8,ホウオウエーデル,牡5,57.0,石川裕紀,2:17.1,1.3/4,11-11-12-12,35.3,248.4,12.0,490(+10),[東]池上昌和,小笹芳央,,0,202106010212
除,4,4,ミルトプレスト,牡7,57.0,江田照男,,,,,---,,502(0),[東]佐藤吉勝,永山勝敏,,0,202106010212
1,6,11,アサマノイタズラ,牡3,56.0,嶋田純次,2:02.0,,6-6-5-5,35.0,8.4,4.0,500(-6),[東]手塚貴久,星野壽市,510.0,1,202106010105
2,1,1,コスモマイン,牡3,56.0,柴田大知,2:02.6,4,3-3-3-3,35.8,2.6,1.0,442(+4),[東]畠山吉宏,ビッグレッドファーム,200.0,1,202106010105
3,2,3,スーパービーム,牡3,56.0,戸崎圭太,2:02.7,クビ,1-1-1-1,36.2,3.0,2.0,510(+4),[東]戸田博文,平井裕,130.0,1,202106010105
4,3,5,アインゲーブング,牝3,54.0,津村明秀,2:02.8,1/2,12-12-9-9,35.1,19.0,7.0,438(-2),[東]黒岩陽一,サラブレッドクラブ・ラフィアン,77.0,0,202106010105
5,1,2,ヴィクトールアイ,牝3,54.0,原田和真,2:02.9,1/2,5-5-5-5,35.8,47.6,9.0,486(+4),[東]奥平雅士,コスモヴューファーム,51.0,0,202106010105
6,8,16,マイネルリリーフ,牡3,56.0,丹内祐次,2:03.1,1.1/2,3-3-3-3,36.3,48.1,10.0,460(+10),[東]尾関知人,サラブレッドクラブ・ラフィアン,,0,202106010105
7,8,15,マイネルグロース,牡3,56.0,横山武史,2:03.2,3/4,2-2-2-2,36.6,16.6,6.0,448(+6),[東]金成貴史,サラブレッドクラブ・ラフィアン,,0,202106010105
8,4,8,ブレークアップ,牡3,56.0,内田博幸,2:03.3,クビ,15-15-12-12,35.5,74.9,12.0,496(+4),[東]黒岩陽一,阿部東亜子,,0,202106010105
9,2,4,コーストライン,牝3,54.0,田辺裕信,2:03.4,1/2,10-10-9-9,35.8,7.2,3.0,462(0),[東]上原博之,吉田照哉,,0,202106010105
10,7,14,アルバトリア,牝3,51.0,原優介,2:03.5,1,9-9-9-9,35.9,37.0,8.0,442(+6),[東]小桧山悟,加藤徹,,0,202106010105
11,3,6,ベリリウンヌ,牝3,54.0,杉原誠人,2:03.8,1.1/2,7-7-7-7,36.5,70.3,11.0,418(-12),[東]南田美知,ミルファーム,,0,202106010105
12,6,12,モンサンラディウス,牡3,56.0,木幡巧也,2:04.0,1,11-11-12-12,36.2,16.5,5.0,504(+8),[東]牧光二,山下新一,,0,202106010105
13,5,9,タイプチョウサン,牡3,54.0,山田敬士,2:04.2,1.1/4,16-16-16-16,35.9,209.2,14.0,402(+4),[東]石毛善彦,チョウサン,,0,202106010105
14,7,13,ベルモック,牡3,54.0,藤田菜七,2:04.3,1/2,13-13-14-14,36.3,188.3,13.0,462(+22),[東]青木孝文,子安裕樹,,0,202106010105
15,4,7,カイラス,牡3,56.0,西村淳也,2:04.7,2.1/2,7-7-7-7,37.4,256.5,15.0,456(-4),[東]池上昌和,矢野秀春,,0,202106010105
16,5,10,オビワンエンペラー,セ3,55.0,木幡育也,2:05.8,7,14-14-14-14,37.8,318.0,16.0,534(+2),[東]鹿戸雄一,富士開発,,0,202106010105
1,4,4,ワンデイモア,牡3,56.0,田辺裕信,2:01.3,,11-10-7-6,35.4,20.7,7.0,522(+4),[東]国枝栄,江馬由将,730.0,1,202106010106
2,1,1,スペシャルドラマ,牡3,56.0,丸山元気,2:01.4,1/2,6-7-7-6,35.5,12.7,5.0,512(+24),[東]宮田敬介,大塚亮一,290.0,1,202106010106
3,3,3,スルーセブンシーズ,牝3,54.0,戸崎圭太,2:01.5,3/4,9-9-10-9,35.3,4.1,3.0,446(+20),[東]尾関知人,キャロットファーム,180.0,1,202106010106
4,8,11,サンズオブタイム,牡3,56.0,横山典弘,2:01.8,1.3/4,4-4-4-3,36.2,15.5,6.0,496(+14),[東]和田勇介,ゴドルフィン,110.0,0,202106010106
5,2,2,レッドヴェロシティ,牡3,56.0,北村宏司,2:02.0,1.1/4,9-10-10-9,35.7,20.9,9.0,544(+12),[東]木村哲也,東京ホースレーシング,73.0,0,202106010106
6,5,5,スパイラルノヴァ,牡3,56.0,藤岡康太,2:02.1,1/2,4-4-4-6,36.4,3.9,2.0,474(-4),[西]藤岡健一,フクキタル,,0,202106010106
7,8,10,ハートオブアシティ,牡3,56.0,松山弘平,2:02.3,1.1/4,6-6-4-3,36.6,6.6,4.0,436(+6),[西]森田直行,吉田千津,,0,202106010106
8,6,7,ビップランバン,牡3,56.0,川田将雅,2:02.4,1/2,2-2-2-2,37.3,3.7,1.0,468(-6),[西]清水久詞,鈴木邦英,,0,202106010106
9,7,8,フルネーズ,牡3,56.0,横山武史,2:03.1,4,3-3-3-3,37.8,22.2,10.0,510(+10),[東]小笠倫弘,Ｇ１レーシング,,0,202106010106
10,7,9,バニシングポイント,牡3,55.0,木幡育也,2:03.5,2.1/2,1-1-1-1,39.2,20.8,8.0,496(-2),[東]藤沢和雄,長谷川祐司,,0,202106010106
11,6,6,カガフラッシュ,牡3,56.0,岩部純二,2:04.7,7,6-8-9-11,38.6,210.9,11.0,466(+18),[東]萱野浩二,香川憲次,,0,202106010106
1,5,9,ヒシイグアス,牡5,54.0,松山弘平,2:00.9,,5-8-5-6,34.5,3.1,1.0,496(+2),[東]堀宣行,阿部雅英,"4,159.5",1,202106010111
2,2,3,ココロノトウダイ,牡4,53.0,丸山元気,2:00.9,クビ,8-5-8-6,34.4,11.4,5.0,528(+10),[東]手塚貴久,星野壽市,"1,617.0",1,202106010111
3,8,16,ウインイクシード,牡7,56.0,戸崎圭太,2:01.2,1.3/4,2-2-2-2,35.2,30.7,11.0,498(0),[東]鈴木伸尋,ウイン,"1,008.5",1,202106010111
4,6,12,ロザムール,牝5,52.0,北村宏司,2:01.4,1,1-1-1-1,35.5,56.3,14.0,502(+8),[東]上原博之,栗山良子,620.0,0,202106010111
5,5,10,アールスター,牡6,56.0,長岡禎仁,2:01.4,アタマ,13-13-13-13,34.4,34.2,13.0,508(+4),[西]杉山晴紀,ＫＲジャパン,410.0,0,202106010111
6,1,2,テリトーリアル,牡7,56.5,石川裕紀,2:01.4,クビ,3-2-3-3,35.2,9.5,3.0,476(0),[西]西浦勝一,ゴドルフィン,,0,202106010111
7,7,13,シークレットラン,牡5,54.0,横山武史,2:01.6,1.1/2,14-13-13-13,34.7,16.0,7.0,504(+4),[東]田村康仁,亀井哲也,,0,202106010111
8,1,1,ロードクエスト,牡8,56.0,西村淳也,2:01.7,クビ,16-16-13-9,34.7,134.0,17.0,466(+4),[東]小島茂之,ロードホースクラブ,,0,202106010111
9,4,7,マウントゴールド,牡8,56.0,内田博幸,2:01.7,ハナ,14-13-16-13,34.6,116.7,15.0,464(-2),[西]池江泰寿,青芝商事,,0,202106010111
10,8,17,バイオスパーク,牡6,57.0,池添謙一,2:01.8,クビ,5-7-5-3,35.5,20.5,9.0,478(+6),[西]浜田多実,宮田直也,,0,202106010111
11,3,6,カデナ,牡7,58.0,三浦皇成,2:01.8,アタマ,17-17-17-13,34.6,13.5,6.0,480(+2),[西]中竹和也,前田幸治,,0,202106010111
11,7,14,ヴァンケドミンゴ,牡5,56.0,藤岡康太,2:01.8,同着,3-4-3-3,35.7,10.9,4.0,472(+4),[西]藤岡健一,幅田昌伸,,0,202106010111
13,3,5,ショウナンバルディ,牡5,54.0,津村明秀,2:01.9,1/2,10-10-9-9,35.3,20.4,8.0,444(-2),[西]松下武士,国本哲秀,,0,202106010111
14,6,11,ディープボンド,牡4,56.0,和田竜二,2:02.0,1/2,10-10-9-12,35.4,4.3,2.0,492(+8),[西]大久保龍,前田晋二,,0,202106010111
15,4,8,リュヌルージュ,牝6,52.0,中井裕二,2:02.1,1/2,5-5-5-6,35.8,30.8,12.0,468(-10),[西]斉藤崇史,窪田芳郎,,0,202106010111
16,2,4,マイネルサーパス,牡5,56.5,丹内祐次,2:02.3,1.1/2,12-10-12-9,35.5,119.4,16.0,484(+2),[東]高木登,サラブレッドクラブ・ラフィアン,,0,202106010111
17,8,15,ダーリントンホール,牡4,55.0,Ｍ．デム,2:03.6,8,8-8-9-13,37.0,21.1,10.0,536(+16),[東]木村哲也,ゴドルフィン,,0,202106010111
1,6,12,ホウオウサンデー,牡2,55.0,武豊,2:06.3,,6-6-5-6,36.1,10.5,4.0,458(0),[東]奥村武,小笹芳央,700.0,1,202006050805
2,7,13,ルナベイル,牝2,54.0,ルメール,2:06.5,1.1/2,4-1-1-1,37.0,1.5,1.0,506(0),[東]藤沢和雄,シルクレーシング,280.0,1,202006050805
3,7,15,セブンデイズ,牡2,55.0,黛弘人,2:06.9,2.1/2,13-12-13-9,35.9,117.9,16.0,466(0),[東]田中博康,前迫義幸,180.0,1,202006050805
4,3,6,ベルウッドエオ,牡2,55.0,吉田豊,2:07.1,1.1/4,14-15-14-13,36.0,10.5,3.0,470(0),[東]高橋文雅,鈴木照雄,110.0,0,202006050805
5,2,3,レナトゥス,牡2,55.0,松山弘平,2:07.2,1/2,14-12-8-9,36.6,58.2,9.0,448(0),[東]尾関知人,岡田牧雄,70.0,0,202006050805
6,8,17,ヴォリーダ,牝2,54.0,Ｍ．デム,2:07.4,1.1/4,8-8-8-5,36.9,12.2,5.0,460(0),[東]斎藤誠,ＤＭＭドリームクラブ,,0,202006050805
7,1,2,シスターズドリーム,牝2,54.0,岩田康誠,2:07.4,アタマ,8-8-5-6,37.1,35.5,7.0,502(0),[東]田中剛,島井新一郎,,0,202006050805
8,1,1,ナンヨーインディゴ,牝2,54.0,浜中俊,2:07.6,1,4-4-3-3,37.6,84.5,11.0,420(0),[西]庄野靖志,中村徳也,,0,202006050805
9,8,18,ルリアンシップ,牝2,54.0,野中悠太,2:07.9,1.3/4,8-10-11-9,37.1,103.0,14.0,412(0),[東]稲垣幸雄,下河辺牧場,,0,202006050805
10,5,10,ベストコレクトパリ,牝2,54.0,蛯名正義,2:08.1,1.1/2,3-5-5-6,37.9,114.8,15.0,464(0),[東]鹿戸雄一,嶋田賢,,0,202006050805
11,4,7,アスクローンウルフ,牡2,55.0,戸崎圭太,2:08.1,ハナ,1-2-3-3,38.1,100.8,13.0,470(0),[東]田村康仁,廣崎利洋ＨＤ,,0,202006050805
12,4,8,クリスタルハート,牝2,54.0,和田竜二,2:08.1,クビ,2-2-2-2,38.3,6.3,2.0,500(0),[西]清水久詞,ヒダカ・ブリーダーズ・ユニオン,,0,202006050805
13,5,9,レッドスパロー,牡2,55.0,田辺裕信,2:08.8,4,11-10-11-14,38.0,23.6,6.0,500(0),[東]水野貴広,野村茂雄,,0,202006050805
14,6,11,ヴィアッジョ,牡2,55.0,横山武史,2:08.9,3/4,16-16-16-15,37.2,66.0,10.0,480(0),[東]伊藤圭三,是枝浩平,,0,202006050805
15,3,5,コスモウォークライ,牡2,55.0,丹内祐次,2:09.6,4,17-17-17-17,37.6,448.3,18.0,404(0),[東]清水英克,ビッグレッドファーム,,0,202006050805
16,2,4,イタダキマショウ,牡2,52.0,原優介,2:09.9,2,17-17-17-18,37.9,289.9,17.0,438(0),[東]青木孝文,福田光博,,0,202006050805
17,7,14,フェイダウェイ,牡2,55.0,江田照男,2:10.0,1/2,11-12-15-16,38.7,90.4,12.0,434(0),[東]中川公成,ノルマンディーサラブレッドレーシング,,0,202006050805
18,8,16,フィニステラ,牡2,55.0,北村宏司,2:10.4,2.1/2,6-6-8-9,39.9,45.2,8.0,478(0),[東]木村哲也,社台レースホース,,0,202006050805
1,8,16,ディアスティマ,牡3,55.0,北村友一,2:35.7,,1-1-1-1,36.6,4.0,2.0,492(+8),[西]高野友和,サンデーレーシング,"1,535.0",1,202006050808
2,5,10,スマイル,牡4,55.0,浜中俊,2:36.9,7,8-9-7-5,36.9,12.9,6.0,526(+4),[東]堀宣行,石川達絵,610.0,1,202006050808
3,6,12,ペレ,牝4,54.0,ルメール,2:37.3,2.1/2,6-6-7-5,37.4,6.9,3.0,458(-4),[東]木村哲也,ＮＩＣＫＳ,385.0,1,202006050808
4,7,14,マイネルステレール,牡4,54.0,横山武史,2:37.4,1,3-3-3-2,38.0,37.4,10.0,486(0),[東]菊川正達,サラブレッドクラブ・ラフィアン,230.0,0,202006050808
5,3,6,テーオーフォルテ,牡6,55.0,武豊,2:37.7,1.3/4,4-3-3-4,38.3,20.0,7.0,522(+4),[西]藤岡健一,小笹公也,150.0,0,202006050808
6,2,4,ディバインフォース,牡4,57.0,横山典弘,2:37.9,1,16-16-11-8,37.7,2.8,1.0,466(0),[西]寺島良,吉田晴哉,,0,202006050808
7,8,15,コスモジェミラ,牝3,51.0,柴田大知,2:38.0,1/2,6-6-7-11,38.1,34.3,9.0,460(+4),[西]吉田直弘,ビッグレッドファーム,,0,202006050808
8,2,3,タンタフエルサ,牡5,55.0,武藤雅,2:38.2,1.1/4,14-14-14-14,37.7,40.5,11.0,460(0),[東]国枝栄,Ｇ１レーシング,,0,202006050808
9,1,1,エヴァーガーデン,牝3,52.0,丹内祐次,2:38.2,ハナ,2-2-2-2,39.0,10.5,5.0,478(+4),[東]高橋祥泰,コスモヴューファーム,,0,202006050808
10,5,9,ドリームスピリット,牡5,55.0,西田雄一,2:38.3,1/2,10-9-7-8,38.3,94.3,15.0,508(-2),[東]武藤善則,落合幸弘,,0,202006050808
11,3,5,サトノシリウス,牡5,57.0,戸崎圭太,2:38.3,クビ,8-6-5-5,38.6,29.3,8.0,478(0),[西]藤原英昭,サトミホースカンパニー,,0,202006050808
12,1,2,マスラオ,セ6,53.0,菅原明良,2:38.3,ハナ,14-14-11-14,38.0,68.5,12.0,458(+4),[東]金成貴史,Ｇリビエール・レーシング,,0,202006050808
13,7,13,リードザフィールド,牡6,53.0,江田照男,2:39.0,4,12-12-14-16,38.5,179.2,16.0,474(+4),[東]大江原哲,岡田牧雄,,0,202006050808
14,4,8,リーヴル,牡4,53.0,大野拓弥,2:39.4,2.1/2,12-12-14-12,39.0,76.0,13.0,498(+6),[東]萩原清,Ｇ１レーシング,,0,202006050808
15,6,11,サンシロウ,牡6,54.0,勝浦正樹,2:39.4,ハナ,11-11-11-12,39.2,77.2,14.0,518(+14),[東]柄崎孝,三度屋,,0,202006050808
16,4,7,ライル,牡4,55.0,福永祐一,2:39.7,2,4-5-5-8,40.0,8.2,4.0,500(-2),[東]手塚貴久,サンデーレーシング,,0,202006050808
1,5,9,クロノジェネシス,牝4,55.0,北村友一,2:35.0,,12-12-3-3,36.2,2.5,1.0,474(+10),[西]斉藤崇史,サンデーレーシング,"30,340.2",1,202006050811
2,7,14,サラキア,牝5,55.0,松山弘平,2:35.0,クビ,13-13-13-12,35.4,74.9,11.0,448(-2),[西]池添学,シルクレーシング,"12,097.2",1,202006050811
3,7,13,フィエールマン,牡5,57.0,ルメール,2:35.1,クビ,2-4-2-2,36.5,3.5,2.0,478(0),[東]手塚貴久,サンデーレーシング,"7,548.6",1,202006050811
4,4,7,ラッキーライラック,牝5,55.0,福永祐一,2:35.5,2.1/2,9-9-7-5,36.5,8.1,4.0,522(0),[西]松永幹夫,サンデーレーシング,"4,500.0",0,202006050811
5,3,5,ワールドプレミア,牡4,57.0,武豊,2:35.6,1/2,5-5-10-12,36.3,13.5,5.0,484(+2),[西]友道康夫,大塚亮一,"1,500.0",0,202006050811
5,5,10,カレンブーケドール,牝4,55.0,池添謙一,2:35.6,同着,8-5-3-3,36.8,7.9,3.0,478(+4),[東]国枝栄,鈴木隆司,"1,500.0",0,202006050811
7,4,8,ペルシアンナイト,牡6,57.0,大野拓弥,2:35.6,アタマ,9-9-10-9,36.2,148.1,12.0,500(0),[西]池江泰寿,Ｇ１レーシング,,0,202006050811
8,2,3,クレッシェンドラヴ,牡6,57.0,坂井瑠星,2:35.8,1.1/2,5-5-7-9,36.8,188.1,16.0,500(0),[東]林徹,広尾レース,,0,202006050811
9,8,15,オセアグレイト,牡4,57.0,横山典弘,2:35.9,クビ,5-5-7-8,36.8,183.4,15.0,494(-2),[東]菊川正達,ＩＨＲ,,0,202006050811
10,2,4,ラヴズオンリーユー,牝4,55.0,Ｍ．デム,2:35.9,クビ,9-9-10-9,36.6,15.5,6.0,480(-6),[西]矢作芳人,ＤＭＭドリームクラブ,,0,202006050811
11,8,16,ユーキャンスマイル,牡5,57.0,岩田康誠,2:36.4,3,15-14-16-15,36.5,157.0,13.0,504(+6),[西]友道康夫,金子真人ホールディングス,,0,202006050811
12,3,6,キセキ,牡6,57.0,浜中俊,2:36.5,1/2,14-14-6-5,37.6,24.9,8.0,516(+8),[西]角居勝彦,石川達絵,,0,202006050811
13,1,1,バビット,牡3,55.0,内田博幸,2:36.8,2,1-1-1-1,38.4,36.2,10.0,458(+8),[西]浜田多実,宮田直也,,0,202006050811
14,6,12,オーソリティ,牡3,55.0,川田将雅,2:37.0,1,2-2-3-5,38.2,20.3,7.0,514(+2),[東]木村哲也,シルクレーシング,,0,202006050811
15,6,11,モズベッロ,牡4,57.0,田辺裕信,2:38.2,7,15-16-14-14,38.5,174.6,14.0,470(-10),[西]森田直行,キャピタル・システム,,0,202006050811
中,1,2,ブラストワンピース,牡5,57.0,横山武史,,,2-2-14-16,,33.1,9.0,546(-4),[東]大竹正博,シルクレーシング,,0,202006050811
1,4,7,タイムトゥヘヴン,牡2,55.0,北村友一,2:03.0,,2-2-2-2,37.1,7.5,3.0,476(0),[東]戸田博文,ＤＭＭドリームクラブ,510.0,1,202006050703
2,3,5,ロックオブエイジズ,牡2,55.0,ルメール,2:04.4,8,4-5-4-4,38.2,2.6,1.0,530(+2),[東]尾関知人,吉田勝己,200.0,1,202006050703
3,6,11,タイセイコマンド,牡2,55.0,石橋脩,2:04.5,1/2,3-3-3-3,38.5,7.5,4.0,486(+2),[東]青木孝文,田中成奉,130.0,1,202006050703
4,5,10,マイネルマーティン,牡2,55.0,津村明秀,2:04.7,1,7-8-7-7,38.2,54.2,10.0,484(-2),[東]菊沢隆徳,サラブレッドクラブ・ラフィアン,77.0,0,202006050703
5,8,16,マイネルスキーブ,牡2,55.0,柴田大知,2:04.7,クビ,7-8-4-5,38.5,65.1,12.0,468(-4),[東]田島俊明,サラブレッドクラブ・ラフィアン,51.0,0,202006050703
6,6,12,ピュアブラッド,牡2,55.0,吉田隼人,2:04.8,1/2,10-10-10-9,38.0,60.3,11.0,500(+8),[東]尾関知人,Ｇ１レーシング,,0,202006050703
7,2,4,ルミナスゲート,牡2,55.0,北村宏司,2:04.9,1/2,7-6-7-5,38.4,38.1,9.0,484(+10),[東]木村哲也,ゴドルフィン,,0,202006050703
8,1,1,アウトストラーダ,牡2,55.0,川田将雅,2:05.0,3/4,4-3-4-7,38.8,3.9,2.0,496(0),[東]高橋文雅,シルクレーシング,,0,202006050703
9,8,18,ケンアンビシャス,牡2,55.0,武藤雅,2:05.1,アタマ,18-18-16-11,37.2,79.1,13.0,480(+8),[東]久保田貴,中西健,,0,202006050703
